id,first_name,last_name,email,gender,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score
24,Tanjim,Rahman,tanjim.rahman.24@gslingacademy.com,Male,TRUE,30,Civil,90,96,85,30,78,90
25,Anika,Uddin,anika.uddin.25@gslingacademy.com,Female,FALSE,30,Lawyer,78,95,78,90,96,84
26,Anika,Ahmed,anika.ahmed.26@gslingacademy.com,Female,FALSE,55,Doctor,83,78,80,90,88,79
27,Fahim,Rahman,fahim.rahman.27@gslingacademy.com,Male,FALSE,45,Biotechnology,84,82,89,92,81,82
28,Sadia,Uddin,sadia.uddin.28@gslingacademy.com,Female,FALSE,34,Lawyer,80,82,87,90,85,80
29,Tamanna,Hasan,tamanna.hasan.29@gslingacademy.com,Female,FALSE,32,Civil,90,66,89,80,90,78
30,Nusrat,Chowdhury,nusrat.chowdhury.30@gslingacademy.com,Female,TRUE,55,Doctor,87,78,76,80,84,77
31,Fatima,Uddin,fatima.uddin.31@gslingacademy.com,Female,TRUE,37,Civil,90,88,79,70,81,78
32,Farhan,Hasan,farhan.hasan.32@gslingacademy.com,Male,FALSE,30,Lawyer,75,98,78,85,90,83
33,Farhan,Hossain,farhan.hossain.33@gslingacademy.com,Male,FALSE,52,Doctor,84,87,94,93,90,72
34,Rafi,Ahmed,rafi.ahmed.34@gslingacademy.com,Male,TRUE,44,Biomedical,83,70,87,95,90,80
35,Ayesha,Ahmed,ayesha.ahmed.35@gslingacademy.com,Female,FALSE,55,Biotechnology,84,84,85,78,92,98
36,Sabbir,Chowdhury,sabbir.chowdhury.36@gslingacademy.com,Male,FALSE,32,Lawyer,75,87,73,93,78,80
37,Anika,Hasan,anika.hasan.37@gslingacademy.com,Female,TRUE,30,Lawyer,82,87,87,88,89,70
38,Rafi,Hasan,rafi.hasan.38@gslingacademy.com,Male,TRUE,52,Biomedical,80,89,90,80,82,80
39,Anika,Chowdhury,anika.chowdhury.39@gslingacademy.com,Female,TRUE,37,Software Engineering,90,78,90,87,78,79
40,Shakil,Alam,shakil.alam.40@gslingacademy.com,Male,TRUE,32,Civil,90,78,91,97,95,88
41,Tanvir,Uddin,tanvir.uddin.41@gslingacademy.com,Male,TRUE,54,Doctor,90,75,85,89,90,85
42,Anika,Hasan,anika.hasan.42@gslingacademy.com,Female,FALSE,54,Biotechnology,86,78,80,90,97,78
43,Mim,Alam,mim.alam.43@gslingacademy.com,Female,TRUE,58,Biomedical,80,74,80,77,82,80
44,Farhan,Hossain,farhan.hossain.44@gslingacademy.com,Male,TRUE,39,Software Engineering,88,86,80,83,82,85
45,Farhan,Khan,farhan.khan.45@gslingacademy.com,Male,TRUE,30,Lawyer,89,87,96,95,94,95
46,Hasan,Islam,hasan.islam.46@gslingacademy.com,Male,FALSE,67,Doctor,97,93,80,95,97,80
47,Ayesha,Rahman,ayesha.rahman.47@gslingacademy.com,Female,FALSE,43,Biotechnology,85,80,80,80,86,90
48,Fatima,Rahman,fatima.rahman.48@gslingacademy.com,Female,TRUE,28,Lawyer,80,89,93,80,91,88
49,Fatima,Uddin,fatima.uddin.49@gslingacademy.com,Female,TRUE,31,Civil,90,83,90,90,97,89
50,Sumaiya,Chowdhury,sumaiya.chowdhury.50@gslingacademy.com,Female,TRUE,45,Doctor,80,89,86,98,94,80
51,Mim,Alam,mim.alam.51@gslingacademy.com,Female,FALSE,44,Biotechnology,80,84,97,90,80,80
52,Sabbir,Hossain,sabbir.hossain.52@gslingacademy.com,Male,FALSE,30,Civil,98,80,85,96,98,87
53,Sadia,Uddin,sadia.uddin.53@gslingacademy.com,Female,FALSE,48,Biomedical,95,80,98,97,84,75
54,Rahim,Ahmed,rahim.ahmed.54@gslingacademy.com,Male,FALSE,39,Civil,90,80,81,74,86,93
55,Ayesha,Chowdhury,ayesha.chowdhury.55@gslingacademy.com,Female,TRUE,36,Lawyer,96,90,87,95,90,80
56,Mim,Ahmed,mim.ahmed.56@gslingacademy.com,Female,FALSE,44,Biotechnology,85,88,89,96,97,82
57,Maliha,Khan,maliha.khan.57@gslingacademy.com,Female,FALSE,43,Biomedical,87,80,90,97,92,83
58,Fatima,Hasan,fatima.hasan.58@gslingacademy.com,Female,FALSE,32,Software Engineering,97,80,97,87,84,94
59,Tamanna,Chowdhury,tamanna.chowdhury.59@gslingacademy.com,Female,FALSE,35,Civil,98,73,86,92,95,82
60,Anika,Hossain,anika.hossain.60@gslingacademy.com,Female,FALSE,57,Doctor,92,85,74,72,84,76
61,Sabbir,Chowdhury,sabbir.chowdhury.61@gslingacademy.com,Male,FALSE,30,Lawyer,89,90,85,96,90,87
62,Fatima,Islam,fatima.islam.62@gslingacademy.com,Female,TRUE,51,Biomedical,87,78,93,98,87,87
63,Meherin,Ahmed,meherin.ahmed.63@gslingacademy.com,Female,FALSE,26,Civil,91,80,84,95,96,80
64,Anika,Ahmed,anika.ahmed.64@gslingacademy.com,Female,FALSE,44,Biotechnology,93,80,57,65,76,66
65,Rafi,Hasan,rafi.hasan.65@gslingacademy.com,Male,FALSE,32,Civil,95,76,84,90,95,84
66,Hasan,Alam,hasan.alam.66@gslingacademy.com,Male,TRUE,32,Software Engineering,95,77,70,98,80,80
67,Sadia,Ahmed,sadia.ahmed.67@gslingacademy.com,Female,FALSE,30,Lawyer,84,90,97,65,87,85
68,Farhan,Chowdhury,farhan.chowdhury.68@gslingacademy.com,Male,TRUE,45,Doctor,95,80,90,65,97,89
69,Sabbir,Hossain,sabbir.hossain.69@gslingacademy.com,Male,FALSE,48,Biotechnology,86,80,73,65,98,87
70,Anika,Hasan,anika.hasan.70@gslingacademy.com,Female,FALSE,51,Doctor,93,80,90,91,95,85
71,Fahim,Rahman,fahim.rahman.71@gslingacademy.com,Male,TRUE,40,Biomedical,86,78,90,96,93,80
72,Rafi,Islam,rafi.islam.72@gslingacademy.com,Male,FALSE,42,Biomedical,87,78,85,96,95,87
73,Rafi,Hossain,rafi.hossain.73@gslingacademy.com,Male,FALSE,28,Civil,91,80,93,98,87,87
74,Sabbir,Uddin,sabbir.uddin.74@gslingacademy.com,Male,FALSE,34,Biotechnology,93,80,84,95,87,80
75,Sadia,Uddin,sadia.uddin.75@gslingacademy.com,Female,FALSE,26,Civil,95,76,90,82,88,85
76,Nusrat,Rahman,nusrat.rahman.76@gslingacademy.com,Female,FALSE,32,Software Engineering,95,77,90,87,85,81
77,Fahim,Ahmed,fahim.ahmed.77@gslingacademy.com,Male,FALSE,30,Lawyer,84,90,91,88,80,85
78,Meherin,Khan,meherin.khan.78@gslingacademy.com,Female,TRUE,55,Doctor,95,80,90,96,96,86
79,Tanjim,Alam,tanjim.alam.79@gslingacademy.com,Male,TRUE,38,Biotechnology,86,80,82,95,90,89
80,Fatima,Uddin,fatima.uddin.80@gslingacademy.com,Female,TRUE,55,Doctor,93,80,90,91,96,85
81,Fahim,Khan,fahim.khan.81@gslingacademy.com,Male,FALSE,50,Biomedical,86,78,90,96,97,80
82,Tamanna,Alam,tamanna.alam.82@gslingacademy.com,Female,FALSE,37,Lawyer,80,82,96,77,80,78
83,Nabil,Uddin,nabil.uddin.83@gslingacademy.com,Male,FALSE,44,Biotechnology,83,78,92,99,90,91
84,Sadia,Ahmed,sadia.ahmed.84@gslingacademy.com,Female,TRUE,32,Civil,97,80,96,85,80,73
85,Rafi,Rahman,rafi.rahman.85@gslingacademy.com,Male,TRUE,38,Software Engineering,93,80,85,90,86,88
86,Fatima,Chowdhury,fatima.chowdhury.86@gslingacademy.com,Female,TRUE,30,Civil,95,80,90,95,84,85
87,Ayesha,Ahmed,ayesha.ahmed.87@gslingacademy.com,Female,TRUE,45,Doctor,90,83,95,97,98,82
88,Tamanna,Kabir,tamanna.kabir.88@gslingacademy.com,Female,TRUE,55,Biotechnology,85,80,80,95,95,84
89,Tanjim,Islam,tanjim.islam.89@gslingacademy.com,Male,TRUE,48,Doctor,88,80,93,94,95,87
90,Shakil,Chowdhury,shakil.chowdhury.90@gslingacademy.com,Male,FALSE,38,Biotechnology,98,93,94,87,90,81
91,Sabbir,Alam,sabbir.alam.91@gslingacademy.com,Male,TRUE,47,Doctor,93,80,90,91,95,85
92,Maliha,Hasan,maliha.hasan.92@gslingacademy.com,Female,TRUE,55,Biomedical,86,78,90,96,96,80
93,Maliha,Uddin,maliha.uddin.93@gslingacademy.com,Female,TRUE,31,Lawyer,80,82,96,77,80,78
94,Tamanna,Alam,tamanna.alam.94@gslingacademy.com,Female,FALSE,29,Software Engineering,83,78,92,99,80,91
95,Anika,Hossain,anika.hossain.95@gslingacademy.com,Female,FALSE,27,Civil,97,80,96,85,88,73
96,Fatima,Rahman,fatima.rahman.96@gslingacademy.com,Female,FALSE,28,Lawyer,80,97,76,68,80,90
97,Maliha,Ahmed,maliha.ahmed.97@gslingacademy.com,Female,FALSE,44,Biotechnology,87,67,73,92,95,74
98,Ayesha,Alam,ayesha.alam.98@gslingacademy.com,Female,TRUE,31,Software Engineering,90,83,88,84,91,85
99,Maliha,Rahman,maliha.rahman.99@gslingacademy.com,Female,FALSE,56,Doctor,90,72,75,96,95,74
100,Farhan,Alam,farhan.alam.100@gslingacademy.com,Male,TRUE,28,Software Engineering,90,74,93,90,88,87
101,Hasan,Hossain,hasan.hossain.101@gslingacademy.com,Male,TRUE,28,Civil,91,80,94,79,86,82
102,Sumaiya,Chowdhury,sumaiya.chowdhury.102@gslingacademy.com,Female,FALSE,44,Biomedical,78,68,79,89,97,81
103,Sumaiya,Rahman,sumaiya.rahman.103@gslingacademy.com,Female,FALSE,32,Lawyer,68,82,79,83,80,90
104,Sumaiya,Hossain,sumaiya.hossain.104@gslingacademy.com,Female,FALSE,27,Software Engineering,88,77,82,87,80,79
105,Fatima,Hasan,fatima.hasan.105@gslingacademy.com,Female,TRUE,31,Civil,97,65,93,85,88,80
106,Fahim,Uddin,fahim.uddin.106@gslingacademy.com,Male,TRUE,23,Lawyer,87,93,78,80,80,89
107,Ayesha,Hossain,ayesha.hossain.107@gslingacademy.com,Female,TRUE,30,Civil,90,96,87,83,80,87
108,Tamanna,Hossain,tamanna.hossain.108@gslingacademy.com,Female,FALSE,30,Lawyer,78,95,85,80,88,90
109,Fatima,Rahman,fatima.rahman.109@gslingacademy.com,Female,TRUE,44,Doctor,83,78,78,90,90,84
110,Mim,Rahman,mim.rahman.110@gslingacademy.com,Female,TRUE,48,Biotechnology,84,82,80,90,96,79
111,Maliha,Islam,maliha.islam.111@gslingacademy.com,Female,TRUE,30,Lawyer,80,82,89,92,80,82
112,Hasan,Hossain,hasan.hossain.112@gslingacademy.com,Male,TRUE,22,Civil,90,66,87,90,80,80
113,Farhan,Uddin,farhan.uddin.113@gslingacademy.com,Male,FALSE,44,Doctor,87,80,92,94,96,80
114,Tamanna,Uddin,tamanna.uddin.114@gslingacademy.com,Female,TRUE,34,Software Engineering,90,95,90,93,80,88
115,Fatima,Hasan,fatima.hasan.115@gslingacademy.com,Female,FALSE,35,Lawyer,87,90,86,78,88,90
116,Ayesha,Kabir,ayesha.kabir.116@gslingacademy.com,Female,FALSE,29,Civil,90,80,95,80,88,86
117,Nusrat,Kabir,nusrat.kabir.117@gslingacademy.com,Female,FALSE,27,Software Engineering,95,81,90,94,80,80
118,Ayesha,Islam,ayesha.islam.118@gslingacademy.com,Female,TRUE,24,Civil,95,78,93,87,80,82
119,Sabbir,Chowdhury,sabbir.chowdhury.119@gslingacademy.com,Male,TRUE,45,Biomedical,86,76,88,90,90,97
120,Hasan,Kabir,hasan.kabir.120@gslingacademy.com,Male,TRUE,44,Biotechnology,94,73,86,94,96,91
121,Tanvir,Uddin,tanvir.uddin.121@gslingacademy.com,Male,TRUE,56,Doctor,90,75,91,97,98,88
122,Nabil,Khan,nabil.khan.122@gslingacademy.com,Male,TRUE,45,Biotechnology,86,78,85,89,96,85
123,Sumaiya,Khan,sumaiya.khan.123@gslingacademy.com,Female,FALSE,44,Biomedical,80,74,80,90,98,78
124,Tanvir,Ahmed,tanvir.ahmed.124@gslingacademy.com,Male,TRUE,26,Software Engineering,88,86,80,77,89,80
125,Nusrat,Alam,nusrat.alam.125@gslingacademy.com,Female,TRUE,32,Lawyer,89,87,80,83,86,85
126,Rafi,Ahmed,rafi.ahmed.126@gslingacademy.com,Male,FALSE,45,Doctor,97,93,96,95,96,95
127,Tanvir,Hasan,tanvir.hasan.127@gslingacademy.com,Male,FALSE,55,Biotechnology,85,80,80,95,98,80
128,Sabbir,Uddin,sabbir.uddin.128@gslingacademy.com,Male,TRUE,30,Lawyer,80,89,80,80,86,90
129,Anika,Ahmed,anika.ahmed.129@gslingacademy.com,Female,FALSE,28,Civil,90,83,93,80,80,88
130,Meherin,Chowdhury,meherin.chowdhury.130@gslingacademy.com,Female,FALSE,55,Doctor,80,89,90,90,96,89
131,Tanvir,Kabir,tanvir.kabir.131@gslingacademy.com,Male,TRUE,43,Biotechnology,80,84,86,98,98,80
132,Shakil,Hossain,shakil.hossain.132@gslingacademy.com,Male,FALSE,30,Civil,98,80,97,90,80,80
133,Mim,Uddin,mim.uddin.133@gslingacademy.com,Female,FALSE,45,Biomedical,95,80,85,96,98,87
134,Fatima,Chowdhury,fatima.chowdhury.134@gslingacademy.com,Female,TRUE,37,Civil,90,80,98,97,90,75
135,Anika,Rahman,anika.rahman.135@gslingacademy.com,Female,FALSE,29,Lawyer,96,90,81,74,80,93
136,Meherin,Islam,meherin.islam.136@gslingacademy.com,Female,TRUE,44,Biotechnology,85,88,87,95,90,80
137,Meherin,Kabir,meherin.kabir.137@gslingacademy.com,Female,FALSE,56,Biomedical,87,80,89,96,95,82
138,Sumaiya,Hasan,sumaiya.hasan.138@gslingacademy.com,Female,TRUE,29,Software Engineering,97,80,90,97,85,83
139,Tanvir,Islam,tanvir.islam.139@gslingacademy.com,Male,FALSE,34,Civil,98,73,97,87,89,94
140,Tanjim,Ahmed,tanjim.ahmed.140@gslingacademy.com,Male,FALSE,58,Doctor,92,85,86,92,96,82
141,Fahim,Kabir,fahim.kabir.141@gslingacademy.com,Male,FALSE,35,Lawyer,89,90,74,72,98,76
142,Rafi,Alam,rafi.alam.142@gslingacademy.com,Male,FALSE,55,Biomedical,87,78,85,96,90,87
143,Rahim,Uddin,rahim.uddin.143@gslingacademy.com,Male,TRUE,14,Civil,91,80,93,98,80,87
144,Nusrat,Chowdhury,nusrat.chowdhury.144@gslingacademy.com,Female,FALSE,34,Biotechnology,93,80,84,95,95,80
145,Rafi,Alam,rafi.alam.145@gslingacademy.com,Male,TRUE,28,Civil,95,76,90,82,91,85
146,Sadia,Alam,sadia.alam.146@gslingacademy.com,Female,TRUE,23,Civil,95,77,89,87,80,81
147,Ayesha,Khan,ayesha.khan.147@gslingacademy.com,Female,FALSE,27,Lawyer,84,90,91,88,80,85
148,Tamanna,Ahmed,tamanna.ahmed.148@gslingacademy.com,Female,TRUE,47,Doctor,95,80,86,96,95,86
149,Fatima,Khan,fatima.khan.149@gslingacademy.com,Female,TRUE,45,Biotechnology,86,80,82,95,97,89
150,Tanjim,Rahman,tanjim.rahman.150@gslingacademy.com,Male,FALSE,44,Doctor,93,80,90,91,98,85
151,Tamanna,Khan,tamanna.khan.151@gslingacademy.com,Female,FALSE,43,Biomedical,86,78,90,96,94,80
152,Mim,Alam,mim.alam.152@gslingacademy.com,Female,TRUE,23,Software Engineering,95,77,90,87,80,81
153,Shakil,Alam,shakil.alam.153@gslingacademy.com,Male,TRUE,27,Lawyer,84,90,91,88,80,85
154,Anika,Islam,anika.islam.154@gslingacademy.com,Female,FALSE,44,Doctor,95,80,90,96,97,86
155,Maliha,Rahman,maliha.rahman.155@gslingacademy.com,Female,TRUE,55,Biotechnology,86,80,82,95,96,89
156,Meherin,Chowdhury,meherin.chowdhury.156@gslingacademy.com,Female,FALSE,44,Doctor,93,80,90,91,95,85
157,Ayesha,Rahman,ayesha,Female,FALSE,37,Lawyer,90,90,88,90,90,84
158,Hasan,Rahman,hasan,Male,TRUE,28,Civil,95,76,90,82,91,85
159,Rafi,Hossain,rafi,Male,FALSE,23,Civil,95,77,89,87,80,81
160,Hasan,Hasan,hasan,Male,FALSE,27,Lawyer,84,90,91,88,80,85
161,Shakil,Islam,shakil,Male,TRUE,47,Doctor,95,80,86,96,95,86
162,Fatima,Islam,fatima,Female,TRUE,45,Biotechnology,86,80,82,95,97,89
163,Ayesha,Hasan,ayesha,Female,FALSE,44,Doctor,93,80,90,91,98,85
164,Mim,Islam,mim,Female,FALSE,43,Biomedical,86,78,90,96,94,80
165,Fatima,Islam,fatima,Female,FALSE,23,Software Engineering,95,77,90,87,80,81
166,Rahim,Hasan,rahim,Male,FALSE,27,Lawyer,84,90,91,88,80,85
167,Fahim,Chowdhury,fahim,Male,FALSE,44,Doctor,95,80,90,96,97,86
168,Sadia,Chowdhury,sadia,Female,FALSE,55,Biotechnology,86,80,82,95,96,89
169,Nusrat,Kabir,nusrat,Female,TRUE,44,Doctor,93,80,90,91,95,85
170,Tanjim,Uddin,tanjim,Male,FALSE,28,Software Engineering,90,74,93,90,88,87
171,Sumaiya,Rahman,sumaiya,Female,TRUE,28,Civil,91,80,94,79,86,82
172,Nusrat,Khan,nusrat,Female,TRUE,44,Biomedical,78,68,79,89,97,81
173,Shakil,Hasan,shakil,Male,FALSE,32,Lawyer,68,82,79,83,80,90
174,Mim,Alam,mim,Female,FALSE,27,Software Engineering,88,77,82,87,80,79
175,Sabbir,Chowdhury,sabbir,Male,FALSE,31,Civil,97,65,93,85,88,80
176,Maliha,Alam,maliha,Female,FALSE,23,Lawyer,87,93,78,80,80,89
177,Rafi,Hasan,rafi,Male,TRUE,30,Civil,90,96,87,83,80,87
178,Nabil,Hossain,nabil,Male,TRUE,30,Lawyer,78,95,85,80,88,90
179,Anika,Alam,anika,Female,TRUE,44,Doctor,83,78,78,90,90,84
180,Mim,Rahman,mim,Female,FALSE,48,Biotechnology,84,82,80,90,96,79
181,Sadia,Khan,sadia,Female,FALSE,30,Lawyer,80,82,89,92,80,82
182,Nabil,Chowdhury,nabil,Male,TRUE,30,Lawyer,84,90,97,65,87,85
183,Farhan,Hasan,farhan,Male,FALSE,45,Doctor,95,80,90,65,97,89
184,Nabil,Kabir,nabil,Male,FALSE,48,Biotechnology,86,80,73,65,98,87
185,Tamanna,Alam,tamanna,Female,FALSE,51,Doctor,93,80,90,91,95,85
186,Nabil,Chowdhury,nabil,Male,FALSE,40,Biomedical,86,78,90,96,93,80
187,Maliha,Alam,maliha,Female,FALSE,42,Biomedical,87,78,85,96,95,87
188,Rahim,Khan,rahim,Male,FALSE,28,Civil,91,80,93,98,87,87
189,Sumaiya,Alam,sumaiya,Female,TRUE,34,Biotechnology,93,80,84,95,87,80
190,Sadia,Islam,sadia,Female,FALSE,26,Civil,95,76,90,82,88,85
191,Tanjim,Chowdhury,tanjim,Male,FALSE,32,Software Engineering,95,77,90,87,85,81
192,Ayesha,Kabir,ayesha,Female,TRUE,30,Lawyer,84,90,91,88,80,85
193,Nabil,Hasan,nabil,Male,TRUE,55,Doctor,95,80,90,96,96,86
194,Shakil,Chowdhury,shakil,Male,TRUE,38,Biotechnology,86,80,82,95,90,89
195,Nabil,Alam,nabil,Male,FALSE,55,Doctor,93,80,90,91,96,85
196,Shakil,Khan,shakil,Male,TRUE,50,Biomedical,86,78,90,96,97,80
197,Ayesha,Islam,ayesha,Female,TRUE,37,Biomedical,91,80,89,92,91,85
198,Mim,Hossain,mim,Female,FALSE,37,Civil,91,72,90,90,93,85
199,Tanjim,Rahman,tanjim,Male,FALSE,37,Lawyer,80,90,89,85,91,80
200,Nabil,Alam,nabil,Male,FALSE,45,Doctor,90,72,93,90,85,87
201,Meherin,Uddin,meherin,Female,FALSE,31,Software Engineering,90,74,94,79,88,82
202,Farhan,Alam,farhan,Male,FALSE,28,Civil,91,80,79,89,96,81
203,Sabbir,Kabir,sabbir,Male,TRUE,44,Biomedical,78,80,79,83,76,90
204,Rafi,Chowdhury,rafi,Male,FALSE,22,Lawyer,68,82,82,87,80,79
205,Sadia,Khan,sadia,Female,TRUE,34,Software Engineering,88,77,93,85,83,80
206,Sabbir,Kabir,sabbir,Male,FALSE,31,Civil,97,83,78,80,77,89
207,Fahim,Uddin,fahim,Male,TRUE,37,Lawyer,87,93,87,83,81,87
208,Fatima,Kabir,fatima,Female,TRUE,30,Civil,90,96,85,30,78,90
209,Fatima,Kabir,fatima,Female,TRUE,30,Lawyer,78,95,78,90,96,84
210,Rafi,Hasan,rafi,Male,TRUE,55,Doctor,83,78,80,90,88,79
211,Anika,Alam,anika,Female,TRUE,59,Biotechnology,87,80,95,95,93,86
212,Rafi,Rahman,rafi,Male,FALSE,32,Lawyer,80,97,76,80,87,90
213,Rafi,Rahman,rafi,Male,TRUE,34,Biotechnology,87,80,88,84,80,85
214,Farhan,Islam,farhan,Male,FALSE,27,Software Engineering,90,83,75,96,90,74
215,Tanvir,Hasan,tanvir,Male,TRUE,45,Doctor,90,72,93,90,85,87
216,Shakil,Hossain,shakil,Male,TRUE,31,Software Engineering,90,74,94,79,88,82
217,Nusrat,Alam,nusrat,Female,TRUE,28,Civil,91,80,79,89,96,81
218,Tanjim,Kabir,tanjim,Male,TRUE,44,Biomedical,78,80,79,83,76,90
219,Anika,Ahmed,anika,Female,FALSE,22,Lawyer,68,82,82,87,80,79
220,Maliha,Ahmed,maliha,Female,TRUE,34,Software Engineering,88,77,93,85,83,80
221,Nusrat,Chowdhury,nusrat,Female,FALSE,31,Civil,97,83,78,80,77,89
222,Hasan,Kabir,hasan,Male,FALSE,37,Lawyer,87,93,87,83,81,87
223,Sabbir,Hasan,sabbir,Male,TRUE,30,Civil,90,96,85,30,78,90
224,Tanvir,Hasan,tanvir,Male,FALSE,30,Lawyer,78,95,78,90,96,84
225,Hasan,Rahman,hasan,Male,FALSE,55,Doctor,83,78,80,90,88,79
226,Sadia,Islam,sadia,Female,FALSE,45,Biotechnology,84,82,89,92,81,82
227,Ayesha,Rahman,ayesha,Female,FALSE,34,Lawyer,80,82,87,90,85,80
228,Nabil,Hossain,nabil,Male,FALSE,32,Civil,90,66,89,80,90,78
229,Meherin,Hasan,meherin,Female,FALSE,55,Doctor,87,78,76,80,84,77
230,Sabbir,Hasan,sabbir,Male,FALSE,37,Civil,90,88,79,70,81,78
231,Fahim,Chowdhury,fahim,Male,TRUE,30,Lawyer,75,98,78,85,90,83
232,Tamanna,Chowdhury,tamanna,Female,FALSE,52,Doctor,84,87,94,93,90,72
233,Maliha,Hasan,maliha,Female,FALSE,44,Biomedical,83,70,87,95,90,80
234,Sabbir,Kabir,sabbir,Male,TRUE,55,Biotechnology,84,84,85,78,92,98
235,Mim,Islam,mim,Female,TRUE,32,Lawyer,75,87,73,93,78,80
236,Fahim,Kabir,fahim,Male,TRUE,30,Lawyer,82,87,87,88,89,70
237,Shakil,Alam,shakil,Male,FALSE,52,Biomedical,80,89,90,80,82,80
238,Shakil,Chowdhury,shakil,Male,FALSE,37,Software Engineering,90,78,90,87,78,79
239,Meherin,Alam,meherin,Female,TRUE,32,Civil,90,78,91,97,95,88
240,Tamanna,Kabir,tamanna,Female,TRUE,54,Doctor,90,75,85,89,90,85
241,Tanjim,Kabir,tanjim,Male,FALSE,54,Biotechnology,86,78,80,90,97,78
242,Nusrat,Chowdhury,nusrat,Female,TRUE,58,Biomedical,80,74,80,77,82,80
243,Sadia,Islam,sadia,Female,TRUE,39,Software Engineering,88,86,80,83,82,85
244,Maliha,Hasan,maliha,Female,FALSE,30,Lawyer,89,87,96,95,94,95
245,Nusrat,Chowdhury,nusrat,Female,TRUE,67,Doctor,97,93,80,95,97,80
246,Sumaiya,Hasan,sumaiya,Female,FALSE,43,Biotechnology,85,80,80,80,86,90
247,Fatima,Uddin,fatima,Female,FALSE,28,Lawyer,80,89,93,80,91,88
248,Sumaiya,Khan,sumaiya,Female,TRUE,31,Civil,90,83,90,90,97,89
249,Farhan,Khan,farhan,Male,FALSE,45,Doctor,80,89,86,98,94,80
250,Nabil,Uddin,nabil,Male,FALSE,44,Biotechnology,80,84,97,90,80,80
251,Sadia,Khan,sadia,Female,TRUE,30,Civil,98,80,85,96,98,87
252,Rafi,Islam,rafi,Male,FALSE,48,Biomedical,95,80,98,97,84,75
253,Meherin,Alam,meherin,Female,TRUE,39,Civil,90,80,81,74,86,93
254,Fatima,Hasan,fatima,Female,FALSE,36,Lawyer,96,90,87,95,90,80
255,Tanjim,Alam,tanjim,Male,TRUE,44,Biotechnology,85,88,89,96,97,82
256,Sadia,Ahmed,sadia,Female,TRUE,43,Biomedical,87,80,90,97,92,83
257,Sumaiya,Khan,sumaiya,Female,TRUE,32,Software Engineering,97,80,97,87,84,94
258,Sadia,Hossain,sadia,Female,FALSE,35,Civil,98,73,86,92,95,82
259,Tanjim,Hossain,tanjim,Male,FALSE,57,Doctor,92,85,74,72,84,76
260,Tanjim,Khan,tanjim,Male,TRUE,30,Lawyer,89,90,85,96,90,87
